Date,QLD,NAT
2015-01-05,176,534
2015-01-06,176,534
2015-01-07,176,534
2015-01-08,176,534
2015-01-09,176,534
2015-01-10,176,534
2015-01-11,176,534
2015-01-12,176,534
2015-01-13,176,534
2015-01-14,144,330
2015-01-15,144,330
2015-01-16,144,330
2015-01-17,144,330
2015-01-18,144,330
2015-01-19,144,330
2015-01-20,144,330
2015-01-21,144,330
2015-01-22,144,330
2015-01-23,144,330
2015-01-24,144,330
2015-01-25,144,330
2015-01-26,144,330
2015-01-27,144,330
2015-01-28,250,634
2015-01-29,250,634
2015-01-30,250,634
2015-01-31,250,634
2015-02-01,250,634
2015-02-02,250,634
2015-02-03,250,634
2015-02-04,250,634
2015-02-05,250,634
2015-02-06,250,634
2015-02-07,250,634
2015-02-08,250,634
2015-02-09,250,634
2015-02-10,250,634
2015-02-11,193,545
2015-02-12,193,545
2015-02-13,193,545
2015-02-14,193,545
2015-02-15,193,545
2015-02-16,193,545
2015-02-17,193,545
2015-02-18,193,545
2015-02-19,193,545
2015-02-20,193,545
2015-02-21,193,545
2015-02-22,193,545
2015-02-23,193,545
2015-02-24,193,545
2015-02-25,193,545
2015-02-26,193,545
2015-02-27,193,545
2015-02-28,193,545
2015-03-01,193,545
2015-03-02,193,545
2015-03-03,193,545
2015-03-04,193,545
2015-03-05,193,545
2015-03-06,193,545
2015-03-07,193,545
2015-03-08,193,545
2015-03-09,193,545
2015-03-10,193,545
2015-03-11,209,637
2015-03-12,209,637
2015-03-13,209,637
2015-03-14,209,637
2015-03-15,209,637
2015-03-16,209,637
2015-03-17,209,637
2015-03-18,209,637
2015-03-19,209,637
2015-03-20,209,637
2015-03-21,209,637
2015-03-22,209,637
2015-03-23,209,637
2015-03-24,209,637
2015-03-25,220,734
2015-03-26,220,734
2015-03-27,220,734
2015-03-28,220,734
2015-03-29,220,734
2015-03-30,220,734
2015-03-31,220,734
2015-04-01,220,734
2015-04-02,220,734
2015-04-03,220,734
2015-04-04,220,734
2015-04-05,220,734
2015-04-06,220,734
2015-04-07,220,734
2015-04-08,311,945
2015-04-09,311,945
2015-04-10,311,945
2015-04-11,311,945
2015-04-12,311,945
2015-04-13,311,945
2015-04-14,311,945
2015-04-15,311,945
2015-04-16,311,945
2015-04-17,311,945
2015-04-18,311,945
2015-04-19,311,945
2015-04-20,311,945
2015-04-21,311,945
2015-04-22,286,966
2015-04-23,286,966
2015-04-24,286,966
2015-04-25,286,966
2015-04-26,286,966
2015-04-27,286,966
2015-04-28,286,966
2015-04-29,286,966
2015-04-30,286,966
2015-05-01,286,966
2015-05-02,286,966
2015-05-03,286,966
2015-05-04,286,966
2015-05-05,286,966
2015-05-06,305,1039
2015-05-07,305,1039
2015-05-08,305,1039
2015-05-09,305,1039
2015-05-10,305,1039
2015-05-11,305,1039
2015-05-12,305,1039
2015-05-13,305,1039
2015-05-14,305,1039
2015-05-15,305,1039
2015-05-16,305,1039
2015-05-17,305,1039
2015-05-18,305,1039
2015-05-19,305,1039
2015-05-20,336,1024
2015-05-21,336,1024
2015-05-22,336,1024
2015-05-23,336,1024
2015-05-24,336,1024
2015-05-25,336,1024
2015-05-26,336,1024
2015-05-27,336,1024
2015-05-28,336,1024
2015-05-29,336,1024
2015-05-30,336,1024
2015-05-31,336,1024
2015-06-01,336,1024
2015-06-02,336,1024
2015-06-03,350,1071
2015-06-04,350,1071
2015-06-05,350,1071
2015-06-06,350,1071
2015-06-07,350,1071
2015-06-08,350,1071
2015-06-09,350,1071
2015-06-10,350,1071
2015-06-11,350,1071
2015-06-12,350,1071
2015-06-13,350,1071
2015-06-14,350,1071
2015-06-15,350,1071
2015-06-16,350,1071
2015-06-17,388,1399
2015-06-18,388,1399
2015-06-19,388,1399
2015-06-20,388,1399
2015-06-21,388,1399
2015-06-22,388,1399
2015-06-23,388,1399
2015-06-24,388,1399
2015-06-25,388,1399
2015-06-26,388,1399
2015-06-27,388,1399
2015-06-28,388,1399
2015-06-29,388,1399
2015-06-30,388,1399
2015-07-01,610,2268
2015-07-02,610,2268
2015-07-03,610,2268
2015-07-04,610,2268
2015-07-05,610,2268
2015-07-06,610,2268
2015-07-07,610,2268
2015-07-08,610,2268
2015-07-09,610,2268
2015-07-10,610,2268
2015-07-11,610,2268
2015-07-12,610,2268
2015-07-13,610,2268
2015-07-14,610,2268
2015-07-15,871,3367
2015-07-16,871,3367
2015-07-17,871,3367
2015-07-18,871,3367
2015-07-19,871,3367
2015-07-20,871,3367
2015-07-21,871,3367
2015-07-22,871,3367
2015-07-23,871,3367
2015-07-24,871,3367
2015-07-25,871,3367
2015-07-26,871,3367
2015-07-27,871,3367
2015-07-28,871,3367
2015-07-29,1237,4746
2015-07-30,1237,4746
2015-07-31,1237,4746
2015-08-01,1237,4746
2015-08-02,1237,4746
2015-08-03,1237,4746
2015-08-04,1237,4746
2015-08-05,1237,4746
2015-08-06,1237,4746
2015-08-07,1237,4746
2015-08-08,1237,4746
2015-08-09,1237,4746
2015-08-10,1237,4746
2015-08-11,1237,4746
2015-08-12,3190,8679
2015-08-13,3190,8679
2015-08-14,3190,8679
2015-08-15,3190,8679
2015-08-16,3190,8679
2015-08-17,3190,8679
2015-08-18,3190,8679
2015-08-19,3190,8679
2015-08-20,3190,8679
2015-08-21,3190,8679
2015-08-22,3190,8679
2015-08-23,3190,8679
2015-08-24,3190,8679
2015-08-25,3190,8679
2015-08-26,5607,14504
2015-08-27,5607,14504
2015-08-28,5607,14504
2015-08-29,5607,14504
2015-08-30,5607,14504
2015-08-31,5607,14504
2015-09-01,5607,14504
2015-09-02,5607,14504
2015-09-03,5607,14504
2015-09-04,5607,14504
2015-09-05,5607,14504
2015-09-06,5607,14504
2015-09-07,5607,14504
2015-09-08,5607,14504
2015-09-09,6064,16821
2015-09-10,6064,16821
2015-09-11,6064,16821
2015-09-12,6064,16821
2015-09-13,6064,16821
2015-09-14,6064,16821
2015-09-15,6064,16821
2015-09-16,6064,16821
2015-09-17,6064,16821
2015-09-18,6064,16821
2015-09-19,6064,16821
2015-09-20,6064,16821
2015-09-21,6064,16821
2015-09-22,6064,16821
2015-09-23,4151,13159
2015-09-24,4151,13159
2015-09-25,4151,13159
2015-09-26,4151,13159
2015-09-27,4151,13159
2015-09-28,4151,13159
2015-09-29,4151,13159
2015-09-30,4151,13159
2015-10-01,4151,13159
2015-10-02,4151,13159
2015-10-03,4151,13159
2015-10-04,4151,13159
2015-10-05,4151,13159
2015-10-06,4151,13159
2015-10-07,1637,6488
2015-10-08,1637,6488
2015-10-09,1637,6488
2015-10-10,1637,6488
2015-10-11,1637,6488
2015-10-12,1637,6488
2015-10-13,1637,6488
2015-10-14,1637,6488
2015-10-15,1637,6488
2015-10-16,1637,6488
2015-10-17,1637,6488
2015-10-18,1637,6488
2015-10-19,1637,6488
2015-10-20,1637,6488
2015-10-21,713,2979
2015-10-22,713,2979
2015-10-23,713,2979
2015-10-24,713,2979
2015-10-25,713,2979
2015-10-26,713,2979
2015-10-27,713,2979
2015-10-28,713,2979
2015-10-29,713,2979
2015-10-30,713,2979
2015-10-31,713,2979
2015-11-01,713,2979
2015-11-02,713,2979
2015-11-03,713,2979
2015-11-04,360,1245
2015-11-05,360,1245
2015-11-06,360,1245
2015-11-07,360,1245
2015-11-08,360,1245
2015-11-09,360,1245
2015-11-10,360,1245
2015-11-11,360,1245
2015-11-12,360,1245
2015-11-13,360,1245
2015-11-14,360,1245
2015-11-15,360,1245
2015-11-16,360,1245
2015-11-17,360,1245
2015-11-18,240,702
2015-11-19,240,702
2015-11-20,240,702
2015-11-21,240,702
2015-11-22,240,702
2015-11-23,240,702
2015-11-24,240,702
2015-11-25,240,702
2015-11-26,240,702
2015-11-27,240,702
2015-11-28,240,702
2015-11-29,240,702
2015-11-30,240,702
2015-12-01,240,702
2015-12-02,148,467
2015-12-03,148,467
2015-12-04,148,467
2015-12-05,148,467
2015-12-06,148,467
2015-12-07,148,467
2015-12-08,148,467
2015-12-09,148,467
2015-12-10,148,467
2015-12-11,148,467
2015-12-12,148,467
2015-12-13,148,467
2015-12-14,148,467
2015-12-15,148,467
2015-12-16,143,394
2015-12-17,143,394
2015-12-18,143,394
2015-12-19,143,394
2015-12-20,143,394
2015-12-21,143,394
2015-12-22,143,394
2015-12-23,143,394
2015-12-24,143,394
2015-12-25,143,394
2015-12-26,143,394
2015-12-27,143,394
2015-12-28,143,394
2015-12-29,143,394
2015-12-30,168,440
2015-12-31,168,440
2016-01-01,168,440
2016-01-02,168,440
2016-01-03,168,440
2016-01-04,168,440
2016-01-05,168,440
2016-01-06,168,440
2016-01-07,168,440
2016-01-08,168,440
2016-01-09,168,440
2016-01-10,168,440
2016-01-11,168,440
2016-01-12,168,440
2016-01-13,168,440
2016-01-14,181,500
2016-01-15,181,500
2016-01-16,181,500
2016-01-17,181,500
2016-01-18,181,500
2016-01-19,181,500
2016-01-20,181,500
2016-01-21,181,500
2016-01-22,181,500
2016-01-23,181,500
2016-01-24,181,500
2016-01-25,181,500
2016-01-26,181,500
2016-01-27,181,500
2016-01-28,196,558
2016-01-29,196,558
2016-01-30,196,558
2016-01-31,196,558
2016-02-01,196,558
2016-02-02,196,558
2016-02-03,196,558
2016-02-04,196,558
2016-02-05,196,558
2016-02-06,196,558
2016-02-07,196,558
2016-02-08,196,558
2016-02-09,196,558
2016-02-10,196,558
2016-02-11,198,655
2016-02-12,198,655
2016-02-13,198,655
2016-02-14,198,655
2016-02-15,198,655
2016-02-16,198,655
2016-02-17,198,655
2016-02-18,198,655
2016-02-19,198,655
2016-02-20,198,655
2016-02-21,198,655
2016-02-22,198,655
2016-02-23,198,655
2016-02-24,198,655
2016-02-25,430,964
2016-02-26,430,964
2016-02-27,430,964
2016-02-28,430,964
2016-02-29,430,964
2016-03-01,430,964
2016-03-02,430,964
2016-03-03,430,964
2016-03-04,430,964
2016-03-05,430,964
2016-03-06,430,964
2016-03-07,430,964
2016-03-08,430,964
2016-03-09,430,964
2016-03-10,557,1221
2016-03-11,557,1221
2016-03-12,557,1221
2016-03-13,557,1221
2016-03-14,557,1221
2016-03-15,557,1221
2016-03-16,557,1221
2016-03-17,557,1221
2016-03-18,557,1221
2016-03-19,557,1221
2016-03-20,557,1221
2016-03-21,557,1221
2016-03-22,557,1221
2016-03-23,557,1221
2016-03-24,516,1059
2016-03-25,516,1059
2016-03-26,516,1059
2016-03-27,516,1059
2016-03-28,516,1059
2016-03-29,516,1059
2016-03-30,516,1059
2016-03-31,516,1059
2016-04-01,516,1059
2016-04-02,516,1059
2016-04-03,516,1059
2016-04-04,516,1059
2016-04-05,516,1059
2016-04-06,516,1059
2016-04-07,438,1058
2016-04-08,438,1058
2016-04-09,438,1058
2016-04-10,438,1058
2016-04-11,438,1058
2016-04-12,438,1058
2016-04-13,438,1058
2016-04-14,438,1058
2016-04-15,438,1058
2016-04-16,438,1058
2016-04-17,438,1058
2016-04-18,438,1058
2016-04-19,438,1058
2016-04-20,438,1058
2016-04-21,371,1220
2016-04-22,371,1220
2016-04-23,371,1220
2016-04-24,371,1220
2016-04-25,371,1220
2016-04-26,371,1220
2016-04-27,371,1220
2016-04-28,371,1220
2016-04-29,371,1220
2016-04-30,371,1220
2016-05-01,371,1220
2016-05-02,371,1220
2016-05-03,371,1220
2016-05-04,371,1220
2016-05-05,339,932
2016-05-06,339,932
2016-05-07,339,932
2016-05-08,339,932
2016-05-09,339,932
2016-05-10,339,932
2016-05-11,339,932
2016-05-12,339,932
2016-05-13,339,932
2016-05-14,339,932
2016-05-15,339,932
2016-05-16,339,932
2016-05-17,339,932
2016-05-18,339,932
2016-05-19,337,951
2016-05-20,337,951
2016-05-21,337,951
2016-05-22,337,951
2016-05-23,337,951
2016-05-24,337,951
2016-05-25,337,951
2016-05-26,337,951
2016-05-27,337,951
2016-05-28,337,951
2016-05-29,337,951
2016-05-30,337,951
2016-05-31,337,951
2016-06-01,337,951
2016-06-02,269,864
2016-06-03,269,864
2016-06-04,269,864
2016-06-05,269,864
2016-06-06,269,864
2016-06-07,269,864
2016-06-08,269,864
2016-06-09,269,864
2016-06-10,269,864
2016-06-11,269,864
2016-06-12,269,864
2016-06-13,269,864
2016-06-14,269,864
2016-06-15,269,864
2016-06-16,303,1048
2016-06-17,303,1048
2016-06-18,303,1048
2016-06-19,303,1048
2016-06-20,303,1048
2016-06-21,303,1048
2016-06-22,303,1048
2016-06-23,303,1048
2016-06-24,303,1048
2016-06-25,303,1048
2016-06-26,303,1048
2016-06-27,303,1048
2016-06-28,303,1048
2016-06-29,303,1048
2016-06-30,362,1308
2016-07-01,362,1308
2016-07-02,362,1308
2016-07-03,362,1308
2016-07-04,362,1308
2016-07-05,362,1308
2016-07-06,362,1308
2016-07-07,362,1308
2016-07-08,362,1308
2016-07-09,362,1308
2016-07-10,362,1308
2016-07-11,362,1308
2016-07-12,362,1308
2016-07-13,362,1308
2016-07-14,586,2381
2016-07-15,586,2381
2016-07-16,586,2381
2016-07-17,586,2381
2016-07-18,586,2381
2016-07-19,586,2381
2016-07-20,586,2381
2016-07-21,586,2381
2016-07-22,586,2381
2016-07-23,586,2381
2016-07-24,586,2381
2016-07-25,586,2381
2016-07-26,586,2381
2016-07-27,586,2381
2016-07-28,1200,4442
2016-07-29,1200,4442
2016-07-30,1200,4442
2016-07-31,1200,4442
2016-08-01,1200,4442
2016-08-02,1200,4442
2016-08-03,1200,4442
2016-08-04,1200,4442
2016-08-05,1200,4442
2016-08-06,1200,4442
2016-08-07,1200,4442
2016-08-08,1200,4442
2016-08-09,1200,4442
2016-08-10,1200,4442
2016-08-11,2654,8715
2016-08-12,2654,8715
2016-08-13,2654,8715
2016-08-14,2654,8715
2016-08-15,2654,8715
2016-08-16,2654,8715
2016-08-17,2654,8715
2016-08-18,2654,8715
2016-08-19,2654,8715
2016-08-20,2654,8715
2016-08-21,2654,8715
2016-08-22,2654,8715
2016-08-23,2654,8715
2016-08-24,2654,8715
2016-08-25,3217,13074
2016-08-26,3217,13074
2016-08-27,3217,13074
2016-08-28,3217,13074
2016-08-29,3217,13074
2016-08-30,3217,13074
2016-08-31,3217,13074
2016-09-01,3217,13074
2016-09-02,3217,13074
2016-09-03,3217,13074
2016-09-04,3217,13074
2016-09-05,3217,13074
2016-09-06,3217,13074
2016-09-07,3217,13074
2016-09-08,3675,15312
2016-09-09,3675,15312
2016-09-10,3675,15312
2016-09-11,3675,15312
2016-09-12,3675,15312
2016-09-13,3675,15312
2016-09-14,3675,15312
2016-09-15,3675,15312
2016-09-16,3675,15312
2016-09-17,3675,15312
2016-09-18,3675,15312
2016-09-19,3675,15312
2016-09-20,3675,15312
2016-09-21,3675,15312
2016-09-22,2525,11260
2016-09-23,2525,11260
2016-09-24,2525,11260
2016-09-25,2525,11260
2016-09-26,2525,11260
2016-09-27,2525,11260
2016-09-28,2525,11260
2016-09-29,2525,11260
2016-09-30,2525,11260
2016-10-01,2525,11260
2016-10-02,2525,11260
2016-10-03,2525,11260
2016-10-04,2525,11260
2016-10-05,2525,11260
2016-10-06,1515,5783
2016-10-07,1515,5783
2016-10-08,1515,5783
2016-10-09,1515,5783
2016-10-10,1515,5783
2016-10-11,1515,5783
2016-10-12,1515,5783
2016-10-13,1515,5783
2016-10-14,1515,5783
2016-10-15,1515,5783
2016-10-16,1515,5783
2016-10-17,1515,5783
2016-10-18,1515,5783
2016-10-19,1515,5783
2016-10-20,1154,4065
2016-10-21,1154,4065
2016-10-22,1154,4065
2016-10-23,1154,4065
2016-10-24,1154,4065
2016-10-25,1154,4065
2016-10-26,1154,4065
2016-10-27,1154,4065
2016-10-28,1154,4065
2016-10-29,1154,4065
2016-10-30,1154,4065
2016-10-31,1154,4065
2016-11-01,1154,4065
2016-11-02,1154,4065
2016-11-03,769,2902
2016-11-04,769,2902
2016-11-05,769,2902
2016-11-06,769,2902
2016-11-07,769,2902
2016-11-08,769,2902
2016-11-09,769,2902
2016-11-10,769,2902
2016-11-11,769,2902
2016-11-12,769,2902
2016-11-13,769,2902
2016-11-14,769,2902
2016-11-15,769,2902
2016-11-16,769,2902
2016-11-17,465,2079
2016-11-18,465,2079
2016-11-19,465,2079
2016-11-20,465,2079
2016-11-21,465,2079
2016-11-22,465,2079
2016-11-23,465,2079
2016-11-24,465,2079
2016-11-25,465,2079
2016-11-26,465,2079
2016-11-27,465,2079
2016-11-28,465,2079
2016-11-29,465,2079
2016-11-30,465,2079
2016-12-01,452,1534
2016-12-02,452,1534
2016-12-03,452,1534
2016-12-04,452,1534
2016-12-05,452,1534
2016-12-06,452,1534
2016-12-07,452,1534
2016-12-08,452,1534
2016-12-09,452,1534
2016-12-10,452,1534
2016-12-11,452,1534
2016-12-12,452,1534
2016-12-13,452,1534
2016-12-14,452,1534
2016-12-15,433,1096
2016-12-16,433,1096
2016-12-17,433,1096
2016-12-18,433,1096
2016-12-19,433,1096
2016-12-20,433,1096
2016-12-21,433,1096
2016-12-22,433,1096
2016-12-23,433,1096
2016-12-24,433,1096
2016-12-25,433,1096
2016-12-26,433,1096
2016-12-27,433,1096
2016-12-28,433,1096
2016-12-29,433,1096
2016-12-30,433,1096
2016-12-31,433,1096
2017-01-01,433,1096
2017-01-02,433,1096
2017-01-03,433,1096
2017-01-04,433,1096
2017-01-05,433,1096
2017-01-06,433,1096
2017-01-07,433,1096
2017-01-08,433,1096
2017-01-09,433,1096
2017-01-10,433,1096
2017-01-11,433,1096
2017-01-12,433,1096
2017-01-13,433,1096
2017-01-14,397,1110
2017-01-15,397,1110
2017-01-16,397,1110
2017-01-17,397,1110
2017-01-18,397,1110
2017-01-19,397,1110
2017-01-20,397,1110
2017-01-21,397,1110
2017-01-22,397,1110
2017-01-23,397,1110
2017-01-24,397,1110
2017-01-25,397,1110
2017-01-26,397,1110
2017-01-27,397,1110
2017-01-28,471,1118
2017-01-29,471,1118
2017-01-30,471,1118
2017-01-31,471,1118
2017-02-01,471,1118
2017-02-02,471,1118
2017-02-03,471,1118
2017-02-04,471,1118
2017-02-05,471,1118
2017-02-06,471,1118
2017-02-07,471,1118
2017-02-08,471,1118
2017-02-09,471,1118
2017-02-10,471,1118
2017-02-11,385,1206
2017-02-12,385,1206
2017-02-13,385,1206
2017-02-14,385,1206
2017-02-15,385,1206
2017-02-16,385,1206
2017-02-17,385,1206
2017-02-18,385,1206
2017-02-19,385,1206
2017-02-20,385,1206
2017-02-21,385,1206
2017-02-22,385,1206
2017-02-23,385,1206
2017-02-24,385,1206
2017-02-25,547,1349
2017-02-26,547,1349
2017-02-27,547,1349
2017-02-28,547,1349
2017-03-01,547,1349
2017-03-02,547,1349
2017-03-03,547,1349
2017-03-04,547,1349
2017-03-05,547,1349
2017-03-06,547,1349
2017-03-07,547,1349
2017-03-08,547,1349
2017-03-09,547,1349
2017-03-10,547,1349
2017-03-11,501,1331
2017-03-12,501,1331
2017-03-13,501,1331
2017-03-14,501,1331
2017-03-15,501,1331
2017-03-16,501,1331
2017-03-17,501,1331
2017-03-18,501,1331
2017-03-19,501,1331
2017-03-20,501,1331
2017-03-21,501,1331
2017-03-22,501,1331
2017-03-23,501,1331
2017-03-24,501,1331
2017-03-25,476,1168
2017-03-26,476,1168
2017-03-27,476,1168
2017-03-28,476,1168
2017-03-29,476,1168
2017-03-30,476,1168
2017-03-31,476,1168
2017-04-01,476,1168
2017-04-02,476,1168
2017-04-03,476,1168
2017-04-04,476,1168
2017-04-05,476,1168
2017-04-06,476,1168
2017-04-07,476,1168
2017-04-08,401,1211
2017-04-09,401,1211
2017-04-10,401,1211
2017-04-11,401,1211
2017-04-12,401,1211
2017-04-13,401,1211
2017-04-14,401,1211
2017-04-15,401,1211
2017-04-16,401,1211
2017-04-17,401,1211
2017-04-18,401,1211
2017-04-19,401,1211
2017-04-20,401,1211
2017-04-21,401,1211
2017-04-22,287,854
2017-04-23,287,854
2017-04-24,287,854
2017-04-25,287,854
2017-04-26,287,854
2017-04-27,287,854
2017-04-28,287,854
2017-04-29,287,854
2017-04-30,287,854
2017-05-01,287,854
2017-05-02,287,854
2017-05-03,287,854
2017-05-04,287,854
2017-05-05,287,854
2017-05-06,307,807
2017-05-07,307,807
2017-05-08,307,807
2017-05-09,307,807
2017-05-10,307,807
2017-05-11,307,807
2017-05-12,307,807
2017-05-13,307,807
2017-05-14,307,807
2017-05-15,307,807
2017-05-16,307,807
2017-05-17,307,807
2017-05-18,307,807
2017-05-19,307,807
2017-05-20,317,1166
2017-05-21,317,1166
2017-05-22,317,1166
2017-05-23,317,1166
2017-05-24,317,1166
2017-05-25,317,1166
2017-05-26,317,1166
2017-05-27,317,1166
2017-05-28,317,1166
2017-05-29,317,1166
2017-05-30,317,1166
2017-05-31,317,1166
2017-06-01,317,1166
2017-06-02,317,1166
2017-06-03,514,1706
2017-06-04,514,1706
2017-06-05,514,1706
2017-06-06,514,1706
2017-06-07,514,1706
2017-06-08,514,1706
2017-06-09,514,1706
2017-06-10,514,1706
2017-06-11,514,1706
2017-06-12,514,1706
2017-06-13,514,1706
2017-06-14,514,1706
2017-06-15,514,1706
2017-06-16,514,1706
2017-06-17,562,2165
2017-06-18,562,2165
2017-06-19,562,2165
2017-06-20,562,2165
2017-06-21,562,2165
2017-06-22,562,2165
2017-06-23,562,2165
2017-06-24,562,2165
2017-06-25,562,2165
2017-06-26,562,2165
2017-06-27,562,2165
2017-06-28,562,2165
2017-06-29,562,2165
2017-06-30,562,2165
2017-07-01,991,3977
2017-07-02,991,3977
2017-07-03,991,3977
2017-07-04,991,3977
2017-07-05,991,3977
2017-07-06,991,3977
2017-07-07,991,3977
2017-07-08,991,3977
2017-07-09,991,3977
2017-07-10,991,3977
2017-07-11,991,3977
2017-07-12,991,3977
2017-07-13,991,3977
2017-07-14,991,3977
2017-07-15,1417,7778
2017-07-16,1417,7778
2017-07-17,1417,7778
2017-07-18,1417,7778
2017-07-19,1417,7778
2017-07-20,1417,7778
2017-07-21,1417,7778
2017-07-22,1417,7778
2017-07-23,1417,7778
2017-07-24,1417,7778
2017-07-25,1417,7778
2017-07-26,1417,7778
2017-07-27,1417,7778
2017-07-28,1417,7778
2017-07-29,2973,14152
2017-07-30,2973,14152
2017-07-31,2973,14152
2017-08-01,2973,14152
2017-08-02,2973,14152
2017-08-03,2973,14152
2017-08-04,2973,14152
2017-08-05,2973,14152
2017-08-06,2973,14152
2017-08-07,2973,14152
2017-08-08,2973,14152
2017-08-09,2973,14152
2017-08-10,2973,14152
2017-08-11,2973,14152
2017-08-12,7805,26169
2017-08-13,7805,26169
2017-08-14,7805,26169
2017-08-15,7805,26169
2017-08-16,7805,26169
2017-08-17,7805,26169
2017-08-18,7805,26169
2017-08-19,7805,26169
2017-08-20,7805,26169
2017-08-21,7805,26169
2017-08-22,7805,26169
2017-08-23,7805,26169
2017-08-24,7805,26169
2017-08-25,7805,26169
2017-08-26,10993,38590
2017-08-27,10993,38590
2017-08-28,10993,38590
2017-08-29,10993,38590
2017-08-30,10993,38590
2017-08-31,10993,38590
2017-09-01,10993,38590
2017-09-02,10993,38590
2017-09-03,10993,38590
2017-09-04,10993,38590
2017-09-05,10993,38590
2017-09-06,10993,38590
2017-09-07,10993,38590
2017-09-08,10993,38590
2017-09-09,10408,37444
2017-09-10,10408,37444
2017-09-11,10408,37444
2017-09-12,10408,37444
2017-09-13,10408,37444
2017-09-14,10408,37444
2017-09-15,10408,37444
2017-09-16,10408,37444
2017-09-17,10408,37444
2017-09-18,10408,37444
2017-09-19,10408,37444
2017-09-20,10408,37444
2017-09-21,10408,37444
2017-09-22,10408,37444
2017-09-23,8143,28612
2017-09-24,8143,28612
2017-09-25,8143,28612
2017-09-26,8143,28612
2017-09-27,8143,28612
2017-09-28,8143,28612
2017-09-29,8143,28612
2017-09-30,8143,28612
2017-10-01,8143,28612
2017-10-02,8143,28612
2017-10-03,8143,28612
2017-10-04,8143,28612
2017-10-05,8143,28612
2017-10-06,8143,28612
2017-10-07,4011,17659
2017-10-08,4011,17659
2017-10-09,4011,17659
2017-10-10,4011,17659
2017-10-11,4011,17659
2017-10-12,4011,17659
2017-10-13,4011,17659
2017-10-14,4011,17659
2017-10-15,4011,17659
2017-10-16,4011,17659
2017-10-17,4011,17659
2017-10-18,4011,17659
2017-10-19,4011,17659
2017-10-20,4011,17659
2017-10-21,1663,8462
2017-10-22,1663,8462
2017-10-23,1663,8462
2017-10-24,1663,8462
2017-10-25,1663,8462
2017-10-26,1663,8462
2017-10-27,1663,8462
2017-10-28,1663,8462
2017-10-29,1663,8462
2017-10-30,1663,8462
2017-10-31,1663,8462
2017-11-01,1663,8462
2017-11-02,1663,8462
2017-11-03,1663,8462
2017-11-04,949,2995
2017-11-05,949,2995
2017-11-06,949,2995
2017-11-07,949,2995
2017-11-08,949,2995
2017-11-09,949,2995
2017-11-10,949,2995
2017-11-11,949,2995
2017-11-12,949,2995
2017-11-13,949,2995
2017-11-14,949,2995
2017-11-15,949,2995
2017-11-16,949,2995
2017-11-17,949,2995
2017-11-18,557,1804
2017-11-19,557,1804
2017-11-20,557,1804
2017-11-21,557,1804
2017-11-22,557,1804
2017-11-23,557,1804
2017-11-24,557,1804
2017-11-25,557,1804
2017-11-26,557,1804
2017-11-27,557,1804
2017-11-28,557,1804
2017-11-29,557,1804
2017-11-30,557,1804
2017-12-01,557,1804
2017-12-02,417,1382
2017-12-03,417,1382
2017-12-04,417,1382
2017-12-05,417,1382
2017-12-06,417,1382
2017-12-07,417,1382
2017-12-08,417,1382
2017-12-09,417,1382
2017-12-10,417,1382
2017-12-11,417,1382
2017-12-12,417,1382
2017-12-13,417,1382
2017-12-14,417,1382
2017-12-15,417,1382
2017-12-16,390,928
2017-12-17,390,928
2017-12-18,390,928
2017-12-19,390,928
2017-12-20,390,928
2017-12-21,390,928
2017-12-22,390,928
2017-12-23,390,928
2017-12-24,390,928
2017-12-25,390,928
2017-12-26,390,928
2017-12-27,390,928
2017-12-28,390,928
2017-12-29,390,928
2017-12-30,390,928
2017-12-31,390,928
2018-01-01,390,928
2018-01-02,390,928
2018-01-03,390,928
2018-01-04,390,928
2018-01-05,390,928
2018-01-06,390,928
2018-01-07,390,928
2018-01-08,390,928
2018-01-09,390,928
2018-01-10,390,928
2018-01-11,390,928
2018-01-12,390,928
2018-01-13,390,928
2018-01-14,675,2037
2018-01-15,675,2037
2018-01-16,675,2037
2018-01-17,675,2037
2018-01-18,675,2037
2018-01-19,675,2037
2018-01-20,675,2037
2018-01-21,675,2037
2018-01-22,675,2037
2018-01-23,675,2037
2018-01-24,675,2037
2018-01-25,675,2037
2018-01-26,675,2037
2018-01-27,675,2037
2018-01-28,488,1658
2018-01-29,488,1658
2018-01-30,488,1658
2018-01-31,488,1658
2018-02-01,488,1658
2018-02-02,488,1658
2018-02-03,488,1658
2018-02-04,488,1658
2018-02-05,488,1658
2018-02-06,488,1658
2018-02-07,488,1658
2018-02-08,488,1658
2018-02-09,488,1658
2018-02-10,488,1658
2018-02-11,525,1745
2018-02-12,525,1745
2018-02-13,525,1745
2018-02-14,525,1745
2018-02-15,525,1745
2018-02-16,525,1745
2018-02-17,525,1745
2018-02-18,525,1745
2018-02-19,525,1745
2018-02-20,525,1745
2018-02-21,525,1745
2018-02-22,525,1745
2018-02-23,525,1745
2018-02-24,525,1745
2018-02-25,547,1682
2018-02-26,547,1682
2018-02-27,547,1682
2018-02-28,547,1682
2018-03-01,547,1682
2018-03-02,547,1682
2018-03-03,547,1682
2018-03-04,547,1682
2018-03-05,547,1682
2018-03-06,547,1682
2018-03-07,547,1682
2018-03-08,547,1682
2018-03-09,547,1682
2018-03-10,547,1682
2018-03-11,544,1554
2018-03-12,544,1554
2018-03-13,544,1554
2018-03-14,544,1554
2018-03-15,544,1554
2018-03-16,544,1554
2018-03-17,544,1554
2018-03-18,544,1554
