Date,QLD,NAT
2018-03-19,544,1554
2018-03-20,544,1554
2018-03-21,544,1554
2018-03-22,544,1554
2018-03-23,544,1554
2018-03-24,544,1554
2018-03-25,514,1279
2018-03-26,514,1279
2018-03-27,514,1279
2018-03-28,514,1279
2018-03-29,514,1279
2018-03-30,514,1279
2018-03-31,514,1279
2018-04-01,514,1279
2018-04-02,514,1279
2018-04-03,514,1279
2018-04-04,514,1279
2018-04-05,514,1279
2018-04-06,514,1279
2018-04-07,514,1279
2018-04-08,420,1098
2018-04-09,420,1098
2018-04-10,420,1098
2018-04-11,420,1098
2018-04-12,420,1098
2018-04-13,420,1098
2018-04-14,420,1098
2018-04-15,420,1098
2018-04-16,420,1098
2018-04-17,420,1098
2018-04-18,420,1098
2018-04-19,420,1098
2018-04-20,420,1098
2018-04-21,420,1098
2018-04-22,297,758
2018-04-23,297,758
2018-04-24,297,758
2018-04-25,297,758
2018-04-26,297,758
2018-04-27,297,758
2018-04-28,297,758
2018-04-29,297,758
2018-04-30,297,758
2018-05-01,297,758
2018-05-02,297,758
2018-05-03,297,758
2018-05-04,297,758
2018-05-05,297,758
2018-05-06,274,745
2018-05-07,274,745
2018-05-08,274,745
2018-05-09,274,745
2018-05-10,274,745
2018-05-11,274,745
2018-05-12,274,745
2018-05-13,274,745
2018-05-14,274,745
2018-05-15,274,745
2018-05-16,274,745
2018-05-17,274,745
2018-05-18,274,745
2018-05-19,274,745
2018-05-20,249,735
2018-05-21,249,735
2018-05-22,249,735
2018-05-23,249,735
2018-05-24,249,735
2018-05-25,249,735
2018-05-26,249,735
2018-05-27,249,735
2018-05-28,249,735
2018-05-29,249,735
2018-05-30,249,735
2018-05-31,249,735
2018-06-01,249,735
2018-06-02,249,735
2018-06-03,192,683
2018-06-04,192,683
2018-06-05,192,683
2018-06-06,192,683
2018-06-07,192,683
2018-06-08,192,683
2018-06-09,192,683
2018-06-10,192,683
2018-06-11,192,683
2018-06-12,192,683
2018-06-13,192,683
2018-06-14,192,683
2018-06-15,192,683
2018-06-16,192,683
2018-06-17,234,771
2018-06-18,234,771
2018-06-19,234,771
2018-06-20,234,771
2018-06-21,234,771
2018-06-22,234,771
2018-06-23,234,771
2018-06-24,234,771
2018-06-25,234,771
2018-06-26,234,771
2018-06-27,234,771
2018-06-28,234,771
2018-06-29,234,771
2018-06-30,234,771
2018-07-01,396,1318
2018-07-02,396,1318
2018-07-03,396,1318
2018-07-04,396,1318
2018-07-05,396,1318
2018-07-06,396,1318
2018-07-07,396,1318
2018-07-08,396,1318
2018-07-09,396,1318
2018-07-10,396,1318
2018-07-11,396,1318
2018-07-12,396,1318
2018-07-13,396,1318
2018-07-14,396,1318
2018-07-15,397,1534
2018-07-16,397,1534
2018-07-17,397,1534
2018-07-18,397,1534
2018-07-19,397,1534
2018-07-20,397,1534
2018-07-21,397,1534
2018-07-22,397,1534
2018-07-23,397,1534
2018-07-24,397,1534
2018-07-25,397,1534
2018-07-26,397,1534
2018-07-27,397,1534
2018-07-28,397,1534
2018-07-29,580,1917
2018-07-30,580,1917
2018-07-31,580,1917
2018-08-01,580,1917
2018-08-02,580,1917
2018-08-03,580,1917
2018-08-04,580,1917
2018-08-05,580,1917
2018-08-06,580,1917
2018-08-07,580,1917
2018-08-08,580,1917
2018-08-09,580,1917
2018-08-10,580,1917
2018-08-11,580,1917
2018-08-12,906,2876
2018-08-13,906,2876
2018-08-14,906,2876
2018-08-15,906,2876
2018-08-16,906,2876
2018-08-17,906,2876
2018-08-18,906,2876
2018-08-19,906,2876
2018-08-20,906,2876
2018-08-21,906,2876
2018-08-22,906,2876
2018-08-23,906,2876
2018-08-24,906,2876
2018-08-25,906,2876
2018-08-26,1465,4322
2018-08-27,1465,4322
2018-08-28,1465,4322
2018-08-29,1465,4322
2018-08-30,1465,4322
2018-08-31,1465,4322
2018-09-01,1465,4322
2018-09-02,1465,4322
2018-09-03,1465,4322
2018-09-04,1465,4322
2018-09-05,1465,4322
2018-09-06,1465,4322
2018-09-07,1465,4322
2018-09-08,1465,4322
2018-09-09,1355,5323
2018-09-10,1355,5323
2018-09-11,1355,5323
2018-09-12,1355,5323
2018-09-13,1355,5323
2018-09-14,1355,5323
2018-09-15,1355,5323
2018-09-16,1355,5323
2018-09-17,1355,5323
2018-09-18,1355,5323
2018-09-19,1355,5323
2018-09-20,1355,5323
2018-09-21,1355,5323
2018-09-22,1355,5323
2018-09-23,1090,5206
2018-09-24,1090,5206
2018-09-25,1090,5206
2018-09-26,1090,5206
2018-09-27,1090,5206
2018-09-28,1090,5206
2018-09-29,1090,5206
2018-09-30,1090,5206
2018-10-01,1090,5206
2018-10-02,1090,5206
2018-10-03,1090,5206
2018-10-04,1090,5206
2018-10-05,1090,5206
2018-10-06,1090,5206
2018-10-07,804,4038
2018-10-08,804,4038
2018-10-09,804,4038
2018-10-10,804,4038
2018-10-11,804,4038
2018-10-12,804,4038
2018-10-13,804,4038
2018-10-14,804,4038
2018-10-15,804,4038
2018-10-16,804,4038
2018-10-17,804,4038
2018-10-18,804,4038
2018-10-19,804,4038
2018-10-20,804,4038
2018-10-21,690,2823
2018-10-22,690,2823
2018-10-23,690,2823
2018-10-24,690,2823
2018-10-25,690,2823
2018-10-26,690,2823
2018-10-27,690,2823
2018-10-28,690,2823
2018-10-29,690,2823
2018-10-30,690,2823
2018-10-31,690,2823
2018-11-01,690,2823
2018-11-02,690,2823
2018-11-03,690,2823
2018-11-04,647,2282
2018-11-05,647,2282
2018-11-06,647,2282
2018-11-07,647,2282
2018-11-08,647,2282
2018-11-09,647,2282
2018-11-10,647,2282
2018-11-11,647,2282
2018-11-12,647,2282
2018-11-13,647,2282
2018-11-14,647,2282
2018-11-15,647,2282
2018-11-16,647,2282
2018-11-17,647,2282
2018-11-18,555,2397
2018-11-19,555,2397
2018-11-20,555,2397
2018-11-21,555,2397
2018-11-22,555,2397
2018-11-23,555,2397
2018-11-24,555,2397
2018-11-25,555,2397
2018-11-26,555,2397
2018-11-27,555,2397
2018-11-28,555,2397
2018-11-29,555,2397
2018-11-30,555,2397
2018-12-01,555,2397
2018-12-02,802,2752
2018-12-03,802,2752
2018-12-04,802,2752
2018-12-05,802,2752
2018-12-06,802,2752
2018-12-07,802,2752
2018-12-08,802,2752
2018-12-09,802,2752
2018-12-10,802,2752
2018-12-11,802,2752
2018-12-12,802,2752
2018-12-13,802,2752
2018-12-14,802,2752
2018-12-15,802,2752
2018-12-16,802,2752
2018-12-17,802,2752
2018-12-18,802,2752
2018-12-19,802,2752
2018-12-20,802,2752
2018-12-21,802,2752
2018-12-22,802,2752
2018-12-23,802,2752
2018-12-24,802,2752
2018-12-25,802,2752
2018-12-26,802,2752
2018-12-27,802,2752
2018-12-28,802,2752
2018-12-29,802,2752
2018-12-30,802,2752
2018-12-31,802,2752
2019-01-01,802,2752
2019-01-02,802,2752
2019-01-03,802,2752
2019-01-04,802,2752
2019-01-05,802,2752
2019-01-06,802,2752
2019-01-07,802,2752
2019-01-08,802,2752
2019-01-09,802,2752
2019-01-10,802,2752
2019-01-11,802,2752
2019-01-12,802,2752
2019-01-13,802,2752
2019-01-14,1332,3928
2019-01-15,1332,3928
2019-01-16,1332,3928
2019-01-17,1332,3928
2019-01-18,1332,3928
2019-01-19,1332,3928
2019-01-20,1332,3928
2019-01-21,1332,3928
2019-01-22,1332,3928
2019-01-23,1332,3928
2019-01-24,1332,3928
2019-01-25,1332,3928
2019-01-26,1332,3928
2019-01-27,1332,3928
2019-01-28,752,2502
2019-01-29,752,2502
2019-01-30,752,2502
2019-01-31,752,2502
2019-02-01,752,2502
2019-02-02,752,2502
2019-02-03,752,2502
2019-02-04,752,2502
2019-02-05,752,2502
2019-02-06,752,2502
2019-02-07,752,2502
2019-02-08,752,2502
2019-02-09,752,2502
2019-02-10,752,2502
2019-02-11,1099,3238
2019-02-12,1099,3238
2019-02-13,1099,3238
2019-02-14,1099,3238
2019-02-15,1099,3238
2019-02-16,1099,3238
2019-02-17,1099,3238
2019-02-18,1099,3238
2019-02-19,1099,3238
2019-02-20,1099,3238
2019-02-21,1099,3238
2019-02-22,1099,3238
2019-02-23,1099,3238
2019-02-24,1099,3238
2019-02-25,940,3193
2019-02-26,940,3193
2019-02-27,940,3193
2019-02-28,940,3193
2019-03-01,940,3193
2019-03-02,940,3193
2019-03-03,940,3193
2019-03-04,940,3193
2019-03-05,940,3193
2019-03-06,940,3193
2019-03-07,940,3193
2019-03-08,940,3193
2019-03-09,940,3193
2019-03-10,940,3193
2019-03-11,1033,3502
2019-03-12,1033,3502
2019-03-13,1033,3502
2019-03-14,1033,3502
2019-03-15,1033,3502
2019-03-16,1033,3502
2019-03-17,1033,3502
2019-03-18,1033,3502
2019-03-19,1033,3502
2019-03-20,1033,3502
2019-03-21,1033,3502
2019-03-22,1033,3502
2019-03-23,1033,3502
2019-03-24,1033,3502
2019-03-25,1033,3502
2019-03-26,1033,3502
2019-03-27,1033,3502
2019-03-28,1033,3502
2019-03-29,1033,3502
2019-03-30,1033,3502
2019-03-31,1033,3502
2019-04-01,1033,3502
2019-04-02,1033,3502
2019-04-03,1033,3502
2019-04-04,1033,3502
2019-04-05,1033,3502
2019-04-06,1033,3502
2019-04-07,1033,3502
2019-04-08,1704,6301
2019-04-09,1704,6301
2019-04-10,1704,6301
2019-04-11,1704,6301
2019-04-12,1704,6301
2019-04-13,1704,6301
2019-04-14,1704,6301
2019-04-15,1704,6301
2019-04-16,1704,6301
2019-04-17,1704,6301
2019-04-18,1704,6301
2019-04-19,1704,6301
2019-04-20,1704,6301
2019-04-21,1704,6301
2019-04-22,1083,5550
2019-04-23,1083,5550
2019-04-24,1083,5550
2019-04-25,1083,5550
2019-04-26,1083,5550
2019-04-27,1083,5550
2019-04-28,1083,5550
2019-04-29,1083,5550
2019-04-30,1083,5550
2019-05-01,1083,5550
2019-05-02,1083,5550
2019-05-03,1083,5550
2019-05-04,1083,5550
2019-05-05,1083,5550
2019-05-06,1075,7026
2019-05-07,1075,7026
2019-05-08,1075,7026
2019-05-09,1075,7026
2019-05-10,1075,7026
2019-05-11,1075,7026
2019-05-12,1075,7026
2019-05-13,1075,7026
2019-05-14,1075,7026
2019-05-15,1075,7026
2019-05-16,1075,7026
2019-05-17,1075,7026
2019-05-18,1075,7026
2019-05-19,1075,7026
2019-05-20,1513,12114
2019-05-21,1513,12114
2019-05-22,1513,12114
2019-05-23,1513,12114
2019-05-24,1513,12114
2019-05-25,1513,12114
2019-05-26,1513,12114
2019-05-27,1513,12114
2019-05-28,1513,12114
2019-05-29,1513,12114
2019-05-30,1513,12114
2019-05-31,1513,12114
2019-06-01,1513,12114
2019-06-02,1513,12114
2019-06-03,2222,15800
2019-06-04,2222,15800
2019-06-05,2222,15800
2019-06-06,2222,15800
2019-06-07,2222,15800
2019-06-08,2222,15800
2019-06-09,2222,15800
2019-06-10,2222,15800
2019-06-11,2222,15800
2019-06-12,2222,15800
2019-06-13,2222,15800
2019-06-14,2222,15800
2019-06-15,2222,15800
2019-06-16,2222,15800
2019-06-17,4047,22175
2019-06-18,4047,22175
2019-06-19,4047,22175
2019-06-20,4047,22175
2019-06-21,4047,22175
2019-06-22,4047,22175
2019-06-23,4047,22175
2019-06-24,4047,22175
2019-06-25,4047,22175
2019-06-26,4047,22175
2019-06-27,4047,22175
2019-06-28,4047,22175
2019-06-29,4047,22175
2019-06-30,4047,22175
2019-07-01,5248,26307
2019-07-02,5248,26307
2019-07-03,5248,26307
2019-07-04,5248,26307
2019-07-05,5248,26307
2019-07-06,5248,26307
2019-07-07,5248,26307
2019-07-08,5248,26307
2019-07-09,5248,26307
2019-07-10,5248,26307
2019-07-11,5248,26307
2019-07-12,5248,26307
2019-07-13,5248,26307
2019-07-14,5248,26307
2019-07-15,4941,25712
2019-07-16,4941,25712
2019-07-17,4941,25712
2019-07-18,4941,25712
2019-07-19,4941,25712
2019-07-20,4941,25712
2019-07-21,4941,25712
2019-07-22,4941,25712
2019-07-23,4941,25712
2019-07-24,4941,25712
2019-07-25,4941,25712
2019-07-26,4941,25712
2019-07-27,4941,25712
2019-07-28,4941,25712
2019-07-29,7939,24426
2019-07-30,7939,24426
2019-07-31,7939,24426
2019-08-01,7939,24426
2019-08-02,7939,24426
2019-08-03,7939,24426
2019-08-04,7939,24426
2019-08-05,7939,24426
2019-08-06,7939,24426
2019-08-07,7939,24426
2019-08-08,7939,24426
2019-08-09,7939,24426
2019-08-10,7939,24426
2019-08-11,7939,24426
2019-08-12,8725,21817
2019-08-13,8725,21817
2019-08-14,8725,21817
2019-08-15,8725,21817
2019-08-16,8725,21817
2019-08-17,8725,21817
2019-08-18,8725,21817
2019-08-19,8725,21817
2019-08-20,8725,21817
2019-08-21,8725,21817
2019-08-22,8725,21817
2019-08-23,8725,21817
2019-08-24,8725,21817
2019-08-25,8725,21817
2019-08-26,9035,25788
2019-08-27,9035,25788
2019-08-28,9035,25788
2019-08-29,9035,25788
2019-08-30,9035,25788
2019-08-31,9035,25788
2019-09-01,9035,25788
2019-09-02,9035,25788
2019-09-03,9035,25788
2019-09-04,9035,25788
2019-09-05,9035,25788
2019-09-06,9035,25788
2019-09-07,9035,25788
2019-09-08,9035,25788
2019-09-09,6266,19705
2019-09-10,6266,19705
2019-09-11,6266,19705
2019-09-12,6266,19705
2019-09-13,6266,19705
2019-09-14,6266,19705
2019-09-15,6266,19705
2019-09-16,6266,19705
2019-09-17,6266,19705
2019-09-18,6266,19705
2019-09-19,6266,19705
2019-09-20,6266,19705
2019-09-21,6266,19705
2019-09-22,6266,19705
2019-09-23,4340,12920
2019-09-24,4340,12920
2019-09-25,4340,12920
2019-09-26,4340,12920
2019-09-27,4340,12920
2019-09-28,4340,12920
2019-09-29,4340,12920
2019-09-30,4340,12920
2019-10-01,4340,12920
2019-10-02,4340,12920
2019-10-03,4340,12920
2019-10-04,4340,12920
2019-10-05,4340,12920
2019-10-06,4340,12920
2019-10-07,1503,5701
2019-10-08,1503,5701
2019-10-09,1503,5701
2019-10-10,1503,5701
2019-10-11,1503,5701
2019-10-12,1503,5701
2019-10-13,1503,5701
2019-10-14,1503,5701
2019-10-15,1503,5701
2019-10-16,1503,5701
2019-10-17,1503,5701
2019-10-18,1503,5701
2019-10-19,1503,5701
2019-10-20,1503,5701
2019-10-21,667,2870
2019-10-22,667,2870
2019-10-23,667,2870
2019-10-24,667,2870
2019-10-25,667,2870
2019-10-26,667,2870
2019-10-27,667,2870
2019-10-28,667,2870
2019-10-29,667,2870
2019-10-30,667,2870
2019-10-31,667,2870
2019-11-01,667,2870
2019-11-02,667,2870
2019-11-03,667,2870
2019-11-04,349,1885
2019-11-05,349,1885
2019-11-06,349,1885
2019-11-07,349,1885
2019-11-08,349,1885
2019-11-09,349,1885
2019-11-10,349,1885
2019-11-11,349,1885
2019-11-12,349,1885
2019-11-13,349,1885
2019-11-14,349,1885
2019-11-15,349,1885
2019-11-16,349,1885
2019-11-17,349,1885
2019-11-18,349,1885
2019-11-19,349,1885
2019-11-20,349,1885
2019-11-21,349,1885
2019-11-22,349,1885
2019-11-23,349,1885
2019-11-24,349,1885
2019-11-25,349,1885
2019-11-26,349,1885
2019-11-27,349,1885
2019-11-28,349,1885
2019-11-29,349,1885
2019-11-30,349,1885
2019-12-01,349,1885
2019-12-02,301,1662
